SAS_Angle[Deg],SAS_Speed,CR_Yrs_Yr,CR_Yrs_LatAc[g],ACCEL_REF_ACC[m/s^2],DriverBraking,CR_Mdps_DrvTq,CR_Brk_StkDep_Pc[%],CR_Yrs_LongAc[g],CR_Mdps_StrColTq[Nm],CR_Mdps_StrTq[Nm],CR_Mdps_OutTq,CF_Gway_TSigLHSw,CF_Gway_TSigRHSw,CR_Vcu_AccPedDep_Pc[%],CR_Mcu_VehSpd_Kph[kph],Time[s]
3.4,0,0.289999999999992,0.05379023,0.18,0,0.850000000000001,0,0.020776795,0.8359375,0.84,0.400000000000006,0,0,8.6274509794,65,406
3.3,0,0.39500000000001,0.051623325000001,0.19,0,0.82,0,0.02141412,0.8203125,0.82,0.400000000000006,0,0,8.6274509794,66,407
3.4,0,0.414999999999992,0.042955705,0.459999999999999,0,0.84,0,0.039131755,0.8046875,0.809999999999999,0.5,0,0,10.9803921556,67,408
1.2,12,0.215000000000003,0.042445845,0.27,0,-1.5,0,0.0305916,-1.4921875,-1.49,-1.90000000000001,0,0,10.9803921556,68,409
2.1,0,-0.039999999999992,0.04996628,0.199999999999999,0,0.84,0,0.03390569,0.8203125,0.82,0.599999999999994,0,0,10.9803921556,69,410
2.3,0,0.064999999999998,0.047544445,0.369999999999999,0,0.859999999999999,0,0.035307805000001,0.8671875,0.859999999999999,0.5,0,0,11.764705881,71,411
-0.2,0,-0.775000000000006,0.003186625,0.279999999999999,0,-0.27,0,0.02600286,-0.2578125,-0.260000000000002,-0.099999999999994,0,0,10.9803921556,72,412
0.5,0,-0.319999999999993,0.022816235,0.44,0,0.469999999999999,0,0.04792684,0.453125,0.449999999999999,0.199999999999989,0,0,13.7254901945,73,413
1.5,0,-0.439999999999998,0.026385255,0.140000000000001,0,-0.079999999999998,0,0.01657045,-0.078125,-0.07,0,0,0,9.8039215675,74,414
0.9,0,-0.280000000000001,0.031228925,0.23,0,-1.56,0,0.03620006,-1.515625,-1.51,-2.19999999999999,0,0,11.764705881,75,415
-0.4,0,-0.745000000000004,0.00484367,0.209999999999999,0,-0.379999999999999,0,0.02166905,-0.390625,-0.390000000000001,0,0,0,10.9803921556,75,416
0,0,-0.824999999999989,0.004206345,0.109999999999999,0,-0.300000000000001,0,0.02141412,-0.265625,-0.260000000000002,-0.300000000000011,0,0,8.6274509794,76,417
-0.1,0,-0.715000000000003,0.01402115,-0.25,0,-1.29,0,-0.01351129,-1.078125,-1.08,-1.30000000000001,0,0,5.8823529405,76,418
1.7,0,0.245000000000005,0.032503575,-0.34,0,0.239999999999998,0,-0.028169765,0.140625,0.140000000000001,-0.199999999999989,0,0,1.9607843135,75,419
1.7,0,-0.014999999999986,0.04384796,-0.51,0,-0.719999999999999,0,-0.043465565,-0.71875,-0.719999999999999,-0.900000000000006,0,0,0.7843137254,73,420
0.1,0,-0.625,0.01580566,-0.5,0,-0.199999999999999,0,-0.04359303,-0.203125,-0.210000000000001,0,0,0,0,71,421
0.3,0,-0.659999999999997,0.032248645,-0.359999999999999,0,-0.010000000000002,0,0.005480995,-0.015625,-0.010000000000002,0.099999999999994,0,0,8.6274509794,70,422
3.7,0,0.455000000000013,0.062075455,-0.560000000000001,0,0.18,0,-0.050348675,0.1796875,0.18,-0.300000000000011,0,0,0,69,423
1.9,0,0.064999999999998,0.045759935000001,-0.540000000000001,0,-1.11,0,-0.043720495,-1.125,-1.12,-1.69999999999999,0,0,0,67,424
2.5,4,0.050000000000011,0.039896545,-0.57,0,0.539999999999999,0,-0.04741698,0.546875,0.539999999999999,0.199999999999989,0,0,0,65,425
2.3,0,0.224999999999994,0.065389545,-0.51,0,0.25,0,-0.04410289,0.234375,0.239999999999998,-0.5,0,0,0,63,426
2.3,0,0.159999999999997,0.052897975,-0.43,0,0.199999999999999,0,-0.024855675000001,0.203125,0.199999999999999,0.199999999999989,0,0,1.9607843135,61,427
3.1,0,0.199999999999989,0.042828240000001,-0.050000000000001,0,1.28,0,0.031228925,1.28125,1.28,1.40000000000001,0,0,8.6274509794,61,428
4.1,0,0.164999999999992,0.07494942,0.549999999999999,0,1.37,0,0.007775365,1.390625,1.39,2.30000000000001,0,0,7.843137254,61,429
4.5,0,0.39500000000001,0.078136045,0.299999999999999,0,1.01,0,0.071507865,1.0078125,1.01,0.5,0,0,15.686274508,62,430
4.1,0,0.310000000000002,0.070743075,0.19,0,0,0,0.031483855,0.21875,0.219999999999999,-0.599999999999994,0,0,10.9803921556,63,431
3.3,0,0.189999999999998,0.066919125,0.23,0,0.739999999999998,0,0.03186625,0.7890625,0.789999999999999,0.300000000000011,0,0,10.9803921556,64,432
3.2,0,0.25,0.050603605,0.199999999999999,0,0.34,0,0.04053387,0.34375,0.350000000000001,0,0,0,11.764705881,65,433
3.3,0,0.060000000000002,0.029189485,0.209999999999999,0,0.149999999999999,0,0.02906202,0.1875,0.18,-0.300000000000011,0,0,9.8039215675,66,434
1.5,0,-0.034999999999997,0.048309235,0.01,0,0,0,0.009559875,-0.359375,-0.359999999999999,-0.5,0,0,7.843137254,66,435
1.7,0,-0.094999999999999,0.04563247,0.459999999999999,0,0.469999999999999,0,0.066664195000001,0.5078125,0.510000000000002,0.5,0,0,18.8235294096,67,436
3.3,0,0.284999999999997,0.0484367,0.27,0,0.960000000000001,0,0.03645499,0.953125,0.960000000000001,0.699999999999989,0,0,10.9803921556,69,437
1.9,4,-0.050000000000011,0.05404516,0.220000000000001,0,-0.27,0,0.039641615,-0.265625,-0.27,0.599999999999994,0,0,10.9803921556,69,438
2.1,0,0.134999999999991,0.046779655,-0.09,0,-0.710000000000001,0,0.00458874,-0.6640625,-0.66,-0.300000000000011,0,0,6.6666666659,69,439
1.1,0,-0.264999999999986,0.021796515,0.18,0,-0.739999999999998,0,0.01937468,-0.7421875,-0.739999999999998,-0.199999999999989,0,0,7.843137254,69,440
1.8,0,0.080000000000013,0.03721978,-0.279999999999999,0,0.309999999999999,0,-0.018227495,0.3125,0.309999999999999,0.300000000000011,0,0,3.921568627,68,441
1.9,0,0.060000000000002,0.042190915,0.43,0,0.16,0,0.0586339,-0.0234375,-0.02,0,0,0,14.9019607826,69,442
2.7,0,0.344999999999999,0.039641615,0.049999999999999,0,0.18,0,0.00382395,0.1171875,0.120000000000001,0.099999999999994,0,0,6.6666666659,69,443
2.7,0,0.22999999999999,0.046014865,0.01,0,0.399999999999999,0,0.01300143,0.328125,0.329999999999998,0,0,0,6.6666666659,69,444
2.8,0,-0.034999999999997,0.042955705,-0.120000000000001,0,0.239999999999998,0,0.00331409,0.171875,0.170000000000002,-0.199999999999989,0,0,5.8823529405,68,445
3.1,0,0.235000000000014,0.052643045,-0.02,0,1.26,0,-0.003186625,1.25,1.25,0.800000000000011,0,0,5.8823529405,68,446
3.9,0,0.164999999999992,0.059526155,-0.140000000000001,0,1.21,0,-0.014403545,1.0625,1.06,1.40000000000001,0,0,3.921568627,67,447
0.7,12,-0.509999999999991,0.040916265,-0.120000000000001,0,-1.42,0,-0.00050986,-1.2421875,-1.24,-0.099999999999994,0,0,4.7058823524,66,448
0.7,0,-0.330000000000012,0.028679625,-0.32,0,-0.059999999999999,0,-0.00331409,0.265625,0.260000000000002,0.599999999999994,0,0,3.921568627,65,449
-1,4,-1.36500000000001,0.01962961,0.299999999999999,0,-0.210000000000001,0,0.06832124,-0.203125,-0.199999999999999,-0.300000000000011,0,0,13.7254901945,66,450
-3.9,0,-2.09999999999999,0.02345356,0.289999999999999,0,-1.2,0,0.076861395,-1.1875,-1.18,-1.19999999999999,0,0,11.764705881,66,451
-2.3,0,-1.53,-0.006755645,0.199999999999999,0,-0.399999999999999,0,0.039641615,-0.390625,-0.390000000000001,0.400000000000006,0,0,11.764705881,67,452
-1.4,0,-1.22499999999999,0.009814805,-0.029999999999999,0,-0.66,0,0.022051445,-0.6640625,-0.66,-0.900000000000006,0,0,7.843137254,67,453
-2.9,0,-2.06,-0.01580566,-0.130000000000001,0,-0.670000000000002,0,0.00968734,-0.75,-0.75,-0.099999999999994,0,0,9.8039215675,67,454
-1.9,0,-1.375,0.006755645,0.08,0,-1.27,0,0.01172678,-1.2890625,-1.29,-1.69999999999999,0,0,6.6666666659,67,455
-2.9,0,-2.13499999999999,-0.017462705,-0.35,0,-0.109999999999999,0,-0.003441555,-0.1015625,-0.100000000000001,0.199999999999989,0,0,5.8823529405,67,456
-1.9,0,-1.565,0.01759017,-0.200000000000001,0,-0.07,0,-0.00892255,0.0703125,0.07,0.199999999999989,0,0,4.7058823524,66,457
-1.5,0,-1.52000000000001,0.019502145,-0.370000000000001,0,-1.07,0,-0.01708031,-0.921875,-0.920000000000002,-0.699999999999989,0,0,2.7450980389,65,458
-3.3,0,-2.06999999999999,-0.01504087,0.02,0,-1.1,0,0.05149586,-1.203125,-1.2,-1,0,0,11.764705881,64,459
-1.9,4,-1.55000000000001,0.007775365,0.1,0,-0.149999999999999,0,0.04435782,-0.15625,-0.16,0.099999999999994,0,0,10.9803921556,65,460
-4.4,0,-1.965,-0.06806631,0.85,0,-0.640000000000001,0,0.03441555,-1.609375,-1.61,-2.19999999999999,0,0,12.9411764691,65,461
-2.9,4,-1.565,-0.025110605,0.6,0,-1.81,0,0.075841675,-1.96875,-1.97,-2.59999999999999,0,0,17.6470588215,67,462
-2.9,0,-1.88,-0.003951415,0.17,0,-1.48,0,0.029699345,-1.5546875,-1.56,-1.80000000000001,0,0,9.8039215675,68,463
-2.7,0,-1.85499999999999,-0.0178451,0.24,0,-1.14,0,0.053407835,-1.046875,-1.05,-0.400000000000006,0,0,10.9803921556,69,464
-2.5,0,-1.81999999999999,-0.019247215,0.359999999999999,0,-1.08,0,0.072017725,-1.0546875,-1.05,-0.900000000000006,0,0,16.8627450961,69,465
-3.5,0,-2.09,-0.015678195,0.23,0,-1.83,0,0.05582967,-1.1328125,-1.13,-0.5,0,0,12.9411764691,71,466
-2.7,0,-1.69999999999999,0.0025493,0.42,0,-1.27,0,0.07112547,-1.921875,-1.92,-3.5,0,0,17.6470588215,72,467
-4.1,0,-2.52500000000001,-0.03543527,0.029999999999999,0,-1.04,0,0.006500715,-1.0078125,-1.01,-0.599999999999994,0,0,7.843137254,73,468
-1.3,0,-1.16499999999999,0.016697915,-0.710000000000001,0,-1.25,0,-0.04639726,-1.53125,-1.53,-2.80000000000001,0,0,0,71,469
-3,0,-1.81999999999999,-0.00407888,-0.640000000000001,0,-1.91,1,-0.043720495,-1.8828125,-1.89,-2.69999999999999,0,0,0,69,470
-3.4,0,-1.84999999999999,-0.011599315,-1.13,1,-1.88,21,-0.116120615,-1.90625,-1.91,-2.40000000000001,0,0,0,65,471
-3.1,0,-1.53,0.011089455,-1.47,1,-1.08,30,-0.142123475,-1.09375,-1.09,-0.900000000000006,0,0,0,60,472
-3.7,0,-1.22,0.013893685,-1.89,1,-2.3,40,-0.18890313,-2.3046875,-2.3,-3.80000000000001,0,0,0,54,473
-4.3,0,-1.22999999999999,0.01504087,-2.2,1,-1.79,44,-0.215033455,-1.796875,-1.79,-2.5,0,0,0,46,474
-2.9,4,-0.830000000000013,0.03033667,-2.28,1,-0.870000000000001,46,-0.218857405,-0.875,-0.870000000000001,-0.800000000000011,0,0,0,38,475
0.1,0,-0.14500000000001,0.04461275,-1.67,1,0.300000000000001,31,-0.142633335,0.1953125,0.199999999999999,0.900000000000006,0,0,0,31,476
33,8,6.38999999999999,0.14581996,-0.65,0,1.86,0,-0.04053387,1.8671875,1.87,3.5,0,0,0,28,477
11.9,40,2.76499999999999,0.06602687,0.109999999999999,0,0,0,0.034543015,-0.1328125,-0.129999999999999,-1,0,0,6.6666666659,27,478
-28.1,12,-5.69999999999999,-0.045759935000001,-0.31,0,-2.35,0,-0.0025493,-2.1875,-2.18,-5.30000000000001,0,0,3.921568627,26,479
-13.4,0,-2.86500000000001,-0.005480995,-0.49,0,-0.879999999999999,0,-0.033523295,-0.859375,-0.859999999999999,-0.800000000000011,0,0,0,25,480
-5.9,4,-1.38999999999999,0.03543527,-0.470000000000001,0,0.039999999999999,0,-0.028169765,0.03125,0.030000000000001,1.80000000000001,0,0,0,23,481
-0.1,0,-0.129999999999995,0.03798457,-0.52,0,0.449999999999999,12,-0.03849443,0.421875,0.420000000000002,0.699999999999989,0,0,0,21,482
0.2,0,-0.219999999999999,0.04665219,-0.94,1,-0.559999999999999,18,-0.094196635,-0.421875,-0.420000000000002,-0.699999999999989,0,0,0,18,483
1.3,0,0.284999999999997,0.029954275,-0.99,0,-0.379999999999999,16,-0.06271278,-0.6640625,-0.66,0.199999999999989,0,0,0,14,484
2.9,0,0.305000000000007,0.041681055,-0.9,1,-0.579999999999998,18,-0.072527585,-0.4609375,-0.460000000000001,-1.09999999999999,0,0,0,11,485
-14,0,-1.09999999999999,0.019757075,-0.200000000000001,0,-0.66,0,0.012873965,-0.59375,-0.59,0.099999999999994,0,0,0,10,486
-24.1,56,-1.315,0.018737355,-0.07,0,-1.53,0,0.00611832,-1.4921875,-1.49,-3.5,0,0,0,9,487
-12.6,12,-0.775000000000006,0.04894656,-0.029999999999999,0,0.789999999999999,0,0.01606059,0.7421875,0.739999999999998,1.30000000000001,0,0,0,9,488
8.1,4,0.669999999999988,0.049074025,-0.029999999999999,0,0.73,6,0.018227495,0.7109375,0.710000000000001,0.5,0,0,0,9,489
14.8,0,0.944999999999993,0.056976855,-0.41,1,-0.039999999999999,19,-0.051368395,-0.046875,-0.039999999999999,-1.40000000000001,0,0,0,8,490
2.7,0,0.164999999999992,0.05582967,-0.51,1,0.34,20,-0.053407835,0.3515625,0.350000000000001,0,0,0,0,6,491
2.7,0,0.189999999999998,0.044740215,-0.790000000000001,1,0.359999999999999,23,-0.069595890000001,0.3671875,0.370000000000001,0.199999999999989,0,0,0,4,492
2.5,0,0.139999999999986,0.046524725,-0.76,1,0.370000000000001,23,-0.070488145,0.3828125,0.379999999999999,0.400000000000006,0,0,0,0,493
2.6,0,0.319999999999993,0.048691630000001,-0.210000000000001,1,0.399999999999999,34,0.01198171,0.3984375,0.399999999999999,0.400000000000006,0,0,0,0,494
2.7,0,0.219999999999999,0.05073107,0,1,0.399999999999999,35,0.016952845,0.40625,0.399999999999999,0.5,0,0,0,0,495
2.6,0,0.240000000000009,0.050093745,0,1,0.41,36,0.0203944,0.40625,0.399999999999999,0.5,0,0,0,0,496
2.5,0,0.134999999999991,0.04945642,0,1,0.399999999999999,36,0.020776795,0.3984375,0.399999999999999,0.5,0,0,0,0,497
2.5,0,0.199999999999989,0.05073107,0,1,0.390000000000001,36,0.022306375,0.3984375,0.399999999999999,0.5,0,0,0,0,498
2.5,0,0.240000000000009,0.049583885,0,1,0.399999999999999,36,0.01937468,0.3984375,0.399999999999999,0.5,0,0,0,0,499
2.7,0,0.210000000000008,0.050093745,0,1,0.390000000000001,37,0.01962961,0.390625,0.390000000000001,0.5,0,0,0,0,500
2.7,0,0.240000000000009,0.048819095,0,1,0.390000000000001,37,0.023198630000001,0.3828125,0.379999999999999,0.400000000000006,0,0,0,0,501
2.7,0,0.194999999999993,0.047034585,0,1,0.379999999999999,37,0.0229437,0.375,0.370000000000001,0.400000000000006,0,0,0,0,502
2.7,0,0.210000000000008,0.05022121,0,1,0.379999999999999,37,0.021031725,0.3828125,0.379999999999999,0.400000000000006,0,0,0,0,503
2.5,0,0.215000000000003,0.05149586,0,1,0.379999999999999,37,0.021796515,0.375,0.379999999999999,0.400000000000006,0,0,0,0,504
2.6,0,0.254999999999995,0.047289515,0,1,0.379999999999999,37,0.018227495,0.375,0.370000000000001,0.400000000000006,0,0,0,0,505
2.7,0,0.194999999999993,0.04767191,0,1,0.379999999999999,37,0.02166905,0.375,0.379999999999999,0.400000000000006,0,0,0,0,506
2.5,0,0.180000000000007,0.049583885,0,1,0.379999999999999,37,0.01962961,0.375,0.379999999999999,0.400000000000006,0,0,0,0,507
2.6,0,0.155000000000001,0.05073107,0,1,0.390000000000001,37,0.02064933,0.390625,0.390000000000001,0.400000000000006,0,0,0,0,508
2.5,0,0.254999999999995,0.04767191,0,1,0.390000000000001,37,0.02090426,0.390625,0.390000000000001,0.400000000000006,0,0,0,0,509
2.6,0,0.189999999999998,0.049328955,0,1,0.399999999999999,37,0.01962961,0.3984375,0.399999999999999,0.5,0,0,0,0,510
2.5,0,0.245000000000005,0.0458874,0,1,0.390000000000001,37,0.022816235,0.390625,0.390000000000001,0.5,0,0,0,0,511
2.6,0,0.264999999999986,0.050858535,0,1,0.399999999999999,37,0.01937468,0.3984375,0.399999999999999,0.400000000000006,0,0,0,0,512
2.7,0,0.215000000000003,0.047034585,0,1,0.399999999999999,37,0.020266935000001,0.40625,0.399999999999999,0.5,0,0,0,0,513
2.7,0,0.215000000000003,0.05073107,0,1,0.379999999999999,37,0.02370849,0.3828125,0.379999999999999,0.5,0,0,0,0,514
2.7,0,0.139999999999986,0.049583885,0,1,0.300000000000001,37,0.01759017,0.296875,0.300000000000001,0.199999999999989,0,0,0,0,515
2.1,4,0.275000000000006,0.04996628,0,1,-0.710000000000001,37,0.02345356,-0.71875,-0.719999999999999,-2.09999999999999,0,0,0,0,516
-0.8,0,0.240000000000009,0.05277051,0,1,0.079999999999998,37,0.01988454,0.078125,0.07,0,0,0,0,0,517
-1,0,0.284999999999997,0.049074025,0,1,0.16,37,0.021796515,0.1640625,0.16,0.099999999999994,0,0,0,0,518
-0.8,0,0.185000000000002,0.047289515,0,0,0.329999999999998,0,0.08846071,0.34375,0.34,0.400000000000006,0,0,6.6666666659,0,519
5.1,0,0.655000000000001,0.042955705,1.65,0,0.420000000000002,0,0.21108204,0.421875,0.420000000000002,0.099999999999994,0,0,24.7058823501,5,520
8.8,8,1.11500000000001,0.0484367,2.12,0,0.23,0,0.25416521,0.2265625,0.219999999999999,-1,0,0,32.9411764668,13,521
4.5,0,0.264999999999986,0.05531981,2,0,0.050000000000001,0,0.203561605,0.046875,0.050000000000001,-1.09999999999999,0,0,26.6666666636,20,522
2.7,0,0.125,0.03084653,0.810000000000001,0,0.149999999999999,0,0.10809032,0.1484375,0.149999999999999,-0.599999999999994,0,0,14.9019607826,24,523
2.6,0,0.254999999999995,0.05837897,1.06,0,0.300000000000001,0,0.177303815,0.3046875,0.300000000000001,-0.300000000000011,0,0,23.9215686247,27,524
-1,0,-0.245000000000005,0.049838815,1.19,0,0.039999999999999,0,0.148751655,0.0390625,0.039999999999999,0.400000000000006,0,0,20.7843137231,32,525
2.9,0,0.349999999999994,0.043210635,1.41,0,0.609999999999999,0,0.189030595,0.609375,0.609999999999999,0,0,0,25.8823529382,36,526
2.7,0,0.439999999999998,0.011089455,1.75,0,0.32,0,0.196168635,0.3125,0.309999999999999,-0.599999999999994,0,0,28.6274509771,42,527
6.7,12,1.22,0.069213495,1.47,0,1.67,0,0.196678495,1.671875,1.67,2.30000000000001,0,0,28.6274509771,48,528
2.3,0,0.264999999999986,0.040151475,1.5,0,-0.73,0,0.17539184,-0.734375,-0.73,-0.300000000000011,0,0,28.6274509771,53,529
-0.8,0,-0.685000000000002,0.019502145,1.24,0,-0.649999999999999,0,0.16595943,-0.6484375,-0.649999999999999,0.099999999999994,0,0,28.6274509771,58,530
2.1,0,0.120000000000005,0.03772964,1.29,0,0.609999999999999,0,0.17921579,0.6171875,0.620000000000001,0.099999999999994,0,0,30.9803921533,63,531
2.1,0,0.039999999999992,0.033523295,1.34,0,0.75,0,0.176793955,0.6640625,0.66,0.400000000000006,0,0,30.9803921533,67,532
2.5,0,0.14500000000001,0.04155359,1.23,0,0.579999999999998,0,0.165577035,0.609375,0.609999999999999,0.199999999999989,0,0,32.9411764668,72,533
2.9,0,0.340000000000003,0.05965362,1.14,0,0.609999999999999,0,0.14632982,0.6328125,0.629999999999999,0,0,0,31.7647058787,76,534
2.9,0,0.365000000000009,0.0484367,1.04,0,0.460000000000001,0,0.13893685,0.484375,0.48,0,0,0,31.7647058787,80,535
2.8,0,0.405000000000001,0.051878255,1.04,0,-0.059999999999999,0,0.129631905,-0.0078125,-0.010000000000002,-0.199999999999989,0,0,32.9411764668,84,536
1.3,0,-0.314999999999998,0.022561305,1.05,0,-0.210000000000001,0,0.13842699,-0.40625,-0.399999999999999,0.099999999999994,0,0,34.9019607803,87,537
2.9,0,0.284999999999997,0.042828240000001,1,0,0.109999999999999,0,0.12517063,0.1171875,0.120000000000001,0,0,0,33.7254901922,91,538
2.9,0,0.219999999999999,0.04410289,0.67,0,-0.640000000000001,0,0.090882545,-0.6015625,-0.600000000000001,-0.400000000000006,0,0,29.8039215652,93,539
1.9,0,0.014999999999986,0.04231838,0.549999999999999,0,0.140000000000001,0,0.08055788,0.1328125,0.129999999999999,0,0,0,27.8431372517,95,540
3.3,0,0.405000000000001,0.061310665,0.52,0,0.359999999999999,0,0.089607895,0.3515625,0.350000000000001,-0.099999999999994,0,0,28.6274509771,97,541
2.7,0,0.330000000000012,0.05888883,0.34,0,-0.09,0,0.06577194,-0.0859375,-0.079999999999998,0,0,0,26.6666666636,99,542
0.9,0,-0.469999999999999,0.03161132,0.34,0,-1.22,0,0.051368395,-1.2109375,-1.21,-0.300000000000011,0,0,23.9215686247,100,543
0.9,4,-0.205000000000012,0.02651272,0.220000000000001,0,-1.7,0,0.03110146,-1.71875,-1.71,-2.5,0,1,18.8235294096,101,544
0.9,0,-0.330000000000012,0.025875395,-0.130000000000001,0,-0.02,0,0.01096199,-0.0234375,-0.02,0,0,1,14.9019607826,101,545
2,0,-0.014999999999986,0.031993715,-0.09,0,0.5,0,0.015933125,0.4921875,0.489999999999998,-0.099999999999994,0,0,14.9019607826,101,546
3.5,0,0.514999999999986,0.067938845,-0.560000000000001,0,0.84,0,-0.04894656,0.7578125,0.760000000000002,0.199999999999989,0,0,0,99,547
3.6,0,0.659999999999997,0.057996575,-0.800000000000001,0,1.06,0,-0.06347757,1.0546875,1.05,0.800000000000011,0,0,0,96,548
3.7,0,0.625,0.069978285,-0.83,0,0.859999999999999,0,-0.05684939,0.90625,0.91,0.300000000000011,0,0,0,94,549
3.7,0,0.664999999999992,0.082214925,-0.460000000000001,0,0.620000000000001,0,-0.03594513,0.6015625,0.600000000000001,0.699999999999989,0,0,4.7058823524,92,550
1.7,0,-0.300000000000011,0.010579595,-0.1,0,0.120000000000001,0,-0.01988454,-1.0703125,-1.07,-1.69999999999999,0,0,6.6666666659,91,551
1.9,0,-0.030000000000001,0.04894656,-0.450000000000001,0,-0.07,0,-0.014913405,0.03125,0.030000000000001,0,0,0,6.6666666659,89,552
-1.7,8,-1.49000000000001,-0.000892255,-0.300000000000001,0,-1.81,0,-0.00892255,-1.9921875,-1.99,-2.59999999999999,0,0,6.6666666659,87,553
3.3,4,0.289999999999992,0.056212065000001,-0.69,0,-1.16,0,-0.05277051,-1.09375,-1.1,3,0,0,0,86,554
1.9,0,-0.530000000000001,0.06220292,-0.69,0,-0.219999999999999,0,-0.05022121,-0.21875,-0.219999999999999,0.099999999999994,0,0,0,83,555
3.8,4,0.780000000000001,0.07214519,-0.960000000000001,0,0.190000000000001,0,-0.064879685,0.1328125,0.140000000000001,0.099999999999994,0,1,0,79,556
5.9,0,1.41,0.11293399,-0.85,0,1.66,0,-0.048054305,1.6015625,1.6,2.30000000000001,0,1,0,77,557
5.9,0,0.939999999999998,0.10936497,-0.450000000000001,0,0.989999999999998,0,-0.07775365,0.90625,0.899999999999999,0,0,1,0,73,558
4.9,0,1.21000000000001,0.07189026,-1.24,0,0.960000000000001,8,-0.0790283,0.953125,0.949999999999999,0.900000000000006,0,1,0,70,559
3.3,0,0.115000000000009,0.07724379,-0.83,0,-0.370000000000001,0,-0.031993715,0.03125,0.030000000000001,-0.599999999999994,0,1,0,67,560
1.5,12,0.224999999999994,0.03849443,-0.5,0,-1.31,0,-0.01835496,-1.4375,-1.44,-2.09999999999999,0,1,1.9607843135,65,561
-10.1,0,-4.34,-0.116375545,-0.07,0,-2.47,0,0.0178451,-2.4609375,-2.46,-4.09999999999999,0,1,9.8039215675,64,562
-11.6,0,-5.495,-0.11446357,-0.050000000000001,0,-2.78,0,0.01988454,-2.8515625,-2.85,-5.90000000000001,0,1,8.6274509794,64,563
-11.6,8,-5.56999999999999,-0.112296665,-0.380000000000001,0,-1.65,0,-0.057741645,-1.8671875,-1.86,-2.80000000000001,0,1,0,63,564
-17.2,12,-7.32499999999999,-0.151046025,0.17,0,-2.96,0,0.087058595,-3.3828125,-3.38,-8.09999999999999,0,1,18.8235294096,63,565
-10.7,0,-4.44499999999999,-0.069723355,0.699999999999999,0,-2.07,0,0.160733365,-1.9609375,-1.96,-2.40000000000001,0,1,29.8039215652,66,566
-17.2,8,-7.13499999999999,-0.173734795,0.66,0,-2.75,0,0.15346786,-2.9765625,-2.98,-6.30000000000001,0,1,31.7647058787,68,567
-8.1,4,-3.45500000000001,-0.06526208,0.709999999999999,0,-1.65,0,0.166086895,-1.7421875,-1.74,-1.90000000000001,0,1,31.7647058787,71,568
-2,0,-1.16999999999999,-0.010324665,0.560000000000001,0,-1.08,0,0.12364105,-0.9140625,-0.920000000000002,-0.599999999999994,0,1,25.8823529382,73,569
2.3,0,0.370000000000005,0.031228925,0.470000000000001,0,0.530000000000001,0,0.13128895,0.5,0.5,0.099999999999994,0,1,26.6666666636,74,570
2,4,0.224999999999994,0.01402115,0.1,0,0.16,0,0.07520435,0.1328125,0.129999999999999,0.400000000000006,0,1,18.8235294096,75,571
4.4,0,1.185,0.044995145,-0.040000000000001,0,0.620000000000001,0,0.04410289,0.5859375,0.579999999999998,-0.099999999999994,0,1,13.7254901945,75,572
8,0,2.72999999999999,0.09101001,0.25,0,0.739999999999998,0,0.037857105,0.7578125,0.75,0.099999999999994,0,1,12.9411764691,76,573
7.1,0,2.33500000000001,0.08540155,0.26,0,0.949999999999999,0,0.006755645,1,1,1,0,1,8.6274509794,77,574
9.4,0,3.47499999999999,0.116375545,0.209999999999999,0,1.96,0,0.003696485,1.9296875,1.93,2.40000000000001,0,1,7.843137254,78,575
12.8,0,4.715,0.14199601,0.15,0,1.62,0,-0.00637325,1.7578125,1.76,1.90000000000001,0,1,3.921568627,77,576
12.8,0,4.81,0.150026305,-0.290000000000001,0,2.64,0,-0.050858535,2.6640625,2.66,4.80000000000001,0,1,0,77,577
14.9,0,5.66,0.193364405,-0.450000000000001,0,2.81,0,-0.04971135,2.859375,2.86,5.40000000000001,0,1,0,75,578
18,8,6.47,0.204326395,-0.1,0,3.42,0,-0.0280423,3.21875,3.22,6.59999999999999,0,1,3.921568627,75,579
16.8,0,6.05000000000001,0.203051745,-0.17,0,3.13,0,-0.02472821,3.1328125,3.13,6.59999999999999,0,1,3.921568627,74,580
18.5,0,6.84999999999999,0.21847501,-0.31,0,2.91,0,-0.04563247,2.984375,2.98,6.30000000000001,0,1,0,74,581
15.8,0,5.97,0.182912275,-0.26,0,1.66,0,-0.053152905,1.9453125,1.95,2.09999999999999,0,1,0,73,582
12.8,0,4.28999999999999,0.133965715,0.060000000000001,0,0.829999999999998,0,-0.007775365,1.328125,1.32,0.900000000000006,0,1,4.7058823524,72,583
7,0,1.91999999999999,0.093176915,0.02,0,1.14,0,-0.01682538,1.1640625,1.17,0.699999999999989,0,1,4.7058823524,73,584
3.7,0,0.39500000000001,0.06755645,-0.18,0,0.390000000000001,0,-0.019247215,0.453125,0.449999999999999,-0.199999999999989,0,0,4.7058823524,73,585
0.9,0,-0.379999999999995,0.043975425,-0.15,0,-0.859999999999999,0,-0.043465565,-0.6796875,-0.670000000000002,0,0,0,0.7843137254,72,586
0.7,0,-0.319999999999993,0.03186625,-0.25,0,-0.27,0,-0.02523807,-0.2578125,-0.260000000000002,0,0,0,2.7450980389,70,587
